Age,Income,LoanAmount,CreditScore,YearsExperience,Gender,Education,City,EmploymentType,LoanApproved,RiskCategory,LoanDecision
65,24052.0,26376,500.0,26,Male,Masters,Chicago,Salaried,0,High Risk,Reject
29,46536.0,33066,351.0,28,Female,Masters,Houston,Unemployed,0,High Risk,Reject
68,24467.0,2733,848.0,14,Male,Bachelors,Chicago,Salaried,0,Low Risk,Reject
39,43058.0,14955,558.0,9,Male,PhD,Houston,Salaried,0,High Risk,Reject
39,40810.0,30402,781.0,19,Male,Masters,Houston,Unemployed,0,Low Risk,Approve
47,34776.0,26445,602.0,8,Male,High School,San Francisco,Salaried,0,Low Risk,Approve
55,38582.0,29072,424.0,31,Female,PhD,Houston,Self-Employed,0,High Risk,Reject
62,41298.0,8628,779.0,18,Female,High School,Houston,Self-Employed,1,Low Risk,Approve
68,70539.0,19028,431.0,39,Female,Masters,New York,Unemployed,0,High Risk,Reject
25,32921.0,31669,301.0,26,Female,Bachelors,Chicago,Salaried,1,High Risk,Reject
44,54981.0,21663,780.0,33,Male,PhD,Chicago,Salaried,1,Low Risk,Approve
51,63218.0,12182,300.0,9,Female,PhD,San Francisco,Self-Employed,0,High Risk,Reject
38,44296.0,33907,630.0,29,Female,Bachelors,Chicago,Salaried,1,Low Risk,Approve
47,21229.0,26567,690.0,20,Female,Masters,Chicago,Salaried,0,Low Risk,Reject
50,47748.0,12708,442.0,20,Female,Bachelors,San Francisco,Self-Employed,0,High Risk,Reject
45,70280.0,22740,627.0,33,Female,Masters,San Francisco,Self-Employed,1,Low Risk,Approve
64,54233.0,22374,676.0,8,Male,Masters,San Francisco,Unemployed,0,Low Risk,Approve
50,53546.0,14906,389.0,33,Male,High School,San Francisco,Self-Employed,0,High Risk,Reject
22,34055.0,22785,341.0,11,Male,Masters,Houston,Salaried,0,High Risk,Reject
65,32515.0,28849,334.0,20,Female,PhD,San Francisco,Salaried,0,High Risk,Reject
36,50271.0,17630,793.0,19,Female,PhD,San Francisco,Unemployed,0,Low Risk,Approve
21,28604.0,29666,423.0,5,Female,PhD,San Francisco,Unemployed,0,High Risk,Reject
52,61720.0,5957,356.0,35,Male,High School,New York,Salaried,0,High Risk,Reject
66,37300.0,37746,755.0,11,Male,Bachelors,Chicago,Self-Employed,0,Low Risk,Approve
34,49630.0,20459,534.0,30,Female,PhD,San Francisco,Salaried,0,High Risk,Reject
61,21713.0,28584,691.0,1,Female,PhD,San Francisco,Unemployed,0,Low Risk,Reject
45,44093.0,21749,791.0,15,Male,Bachelors,Chicago,Salaried,1,Low Risk,Approve
47,32212.0,13412,642.0,0,Male,High School,Chicago,Salaried,0,Low Risk,Approve
46,15171.0,19709,475.0,3,Male,Masters,Houston,Salaried,0,High Risk,Reject
63,58128.0,4724,351.0,0,Female,Bachelors,Chicago,Unemployed,0,High Risk,Reject
23,74617.0,25507,849.0,34,Male,Masters,Chicago,Unemployed,0,Low Risk,Approve
52,66942.0,21550,777.0,12,Female,Masters,New York,Unemployed,0,Low Risk,Approve
58,60225.0,18468,788.0,30,Female,Masters,Houston,Self-Employed,1,Low Risk,Approve
54,43788.0,26022,304.0,19,Female,Bachelors,New York,Unemployed,0,High Risk,Reject
41,62088.0,20300,508.0,6,Male,Bachelors,Chicago,Self-Employed,0,High Risk,Reject
46,68358.0,24855,516.0,39,Male,Masters,San Francisco,Self-Employed,0,High Risk,Reject
66,52052.0,27699,835.0,32,Male,High School,Houston,Unemployed,0,Low Risk,Approve
48,42509.0,13317,700.0,19,Female,High School,Chicago,Self-Employed,1,Low Risk,Approve
50,48879.0,20980,510.0,8,Female,Masters,San Francisco,Self-Employed,0,High Risk,Reject
69,129.0,23617,325.0,33,Female,PhD,San Francisco,Self-Employed,0,High Risk,Reject
49,43633.0,31363,302.0,3,Female,Bachelors,New York,Salaried,0,High Risk,Reject
40,65537.0,13421,301.0,28,Male,High School,Houston,Self-Employed,0,High Risk,Reject
50,45903.0,3172,301.0,14,Female,PhD,San Francisco,Self-Employed,0,High Risk,Reject
20,65816.0,31959,449.0,16,Male,PhD,Houston,Self-Employed,0,High Risk,Reject
35,42108.0,4216,303.0,18,Female,High School,San Francisco,Unemployed,0,High Risk,Reject
42,20536.0,27713,796.0,37,Female,Masters,New York,Unemployed,0,Low Risk,Reject
59,42627.0,25769,849.0,8,Male,Bachelors,Houston,Salaried,1,Low Risk,Approve
48,55174.0,22556,767.0,26,Female,Bachelors,New York,Self-Employed,1,Low Risk,Approve
20,53929.0,15818,369.0,14,Male,High School,New York,Salaried,0,High Risk,Reject
57,31173.0,24022,500.0,36,Female,Masters,San Francisco,Unemployed,0,High Risk,Reject
63,44732.0,28388,607.0,27,Male,Masters,Houston,Self-Employed,1,Low Risk,Approve
41,90270.0,12114,551.0,3,Male,High School,Houston,Self-Employed,0,High Risk,Reject
49,59911.0,27447,591.0,33,Male,Bachelors,San Francisco,Self-Employed,0,High Risk,Reject
64,18550.0,22344,453.0,18,Female,Bachelors,New York,Unemployed,0,High Risk,Reject
39,62957.0,15696,432.0,36,Male,Masters,New York,Salaried,0,High Risk,Reject
40,36615.0,27484,573.0,3,Male,High School,New York,Salaried,0,High Risk,Reject
19,56031.0,24067,808.0,36,Male,Masters,New York,Self-Employed,1,Low Risk,Approve
44,30627.0,11872,652.0,31,Male,Bachelors,Houston,Unemployed,0,Low Risk,Approve
59,54363.0,17061,304.0,11,Female,Masters,Chicago,Self-Employed,0,High Risk,Reject
19,36370.0,26552,592.0,15,Male,Bachelors,Houston,Salaried,0,High Risk,Reject
43,39274.0,20917,659.0,13,Female,High School,San Francisco,Salaried,1,Low Risk,Approve
34,56630.0,28688,513.0,0,Female,Bachelors,Chicago,Unemployed,0,High Risk,Reject
57,43544.0,17267,705.0,31,Male,PhD,New York,Salaried,1,Low Risk,Approve
50,55706.0,12001,735.0,20,Male,PhD,Houston,Unemployed,0,Low Risk,Approve
26,47137.0,37549,314.0,3,Male,High School,Chicago,Self-Employed,0,High Risk,Reject
60,51012.0,6553,572.0,8,Male,Masters,New York,Unemployed,0,High Risk,Reject
65,56676.0,16001,344.0,21,Female,Masters,Houston,Self-Employed,0,High Risk,Reject
56,44750.0,22238,711.0,11,Female,Masters,Chicago,Self-Employed,0,Low Risk,Approve
46,35059.0,27889,486.0,29,Male,Bachelors,Houston,Salaried,0,High Risk,Reject
59,42015.0,25172,469.0,29,Male,PhD,Chicago,Self-Employed,0,High Risk,Reject
43,67927.0,38490,700.0,31,Female,High School,San Francisco,Salaried,1,Low Risk,Approve
52,51743.0,19059,545.0,35,Female,Masters,Houston,Unemployed,0,High Risk,Reject
67,37327.0,13016,342.0,6,Male,Masters,Houston,Unemployed,0,High Risk,Reject
42,56023.0,18242,478.0,16,Male,High School,Chicago,Self-Employed,0,High Risk,Reject
41,57025.0,17440,756.0,0,Male,Bachelors,San Francisco,Unemployed,0,Low Risk,Approve
30,57800.0,19454,834.0,13,Male,Masters,Houston,Self-Employed,1,Low Risk,Approve
24,35332.0,12140,543.0,37,Male,Bachelors,San Francisco,Unemployed,0,High Risk,Reject
53,39764.0,26272,316.0,25,Male,Bachelors,San Francisco,Self-Employed,0,High Risk,Reject
62,39848.0,22967,411.0,26,Female,Bachelors,Houston,Self-Employed,0,High Risk,Reject
18,58084.0,27744,329.0,6,Female,Masters,Chicago,Unemployed,0,High Risk,Reject
25,54443.0,13508,491.0,31,Female,High School,Houston,Unemployed,0,High Risk,Reject
63,55628.0,10537,736.0,24,Male,High School,San Francisco,Unemployed,0,Low Risk,Approve
33,70310.0,20699,478.0,30,Male,Bachelors,Chicago,Self-Employed,0,High Risk,Reject
31,60333.0,5937,773.0,15,Female,Masters,Houston,Self-Employed,1,Low Risk,Approve
29,47873.0,24716,433.0,13,Male,Bachelors,Chicago,Unemployed,0,High Risk,Reject
40,39282.0,11765,324.0,29,Male,Bachelors,San Francisco,Salaried,0,High Risk,Reject
32,46074.0,32601,670.0,6,Female,PhD,New York,Self-Employed,1,Low Risk,Approve
19,40157.0,30189,529.0,26,Female,Bachelors,San Francisco,Salaried,0,High Risk,Reject
49,39007.0,13657,401.0,18,Female,Bachelors,San Francisco,Unemployed,0,High Risk,Reject
40,48956.0,26108,749.0,36,Female,Masters,Houston,Self-Employed,1,Low Risk,Approve
39,63350.0,29394,677.0,6,Female,PhD,Chicago,Self-Employed,1,Low Risk,Approve
68,73865.0,23828,502.0,15,Male,Masters,Houston,Salaried,0,High Risk,Reject
42,46913.0,8441,566.0,31,Female,High School,San Francisco,Unemployed,1,High Risk,Reject
39,49329.0,15168,761.0,7,Male,PhD,Chicago,Salaried,1,Low Risk,Approve
39,31791.0,41709,664.0,12,Male,PhD,New York,Unemployed,0,Low Risk,Approve
66,79088.0,16076,403.0,10,Female,Masters,New York,Salaried,0,High Risk,Reject
69,28985.0,43891,410.0,19,Male,Bachelors,Houston,Unemployed,1,High Risk,Reject
59,67575.0,33672,727.0,17,Male,High School,Chicago,Unemployed,0,Low Risk,Approve
23,44520.0,24153,768.0,36,Female,High School,San Francisco,Unemployed,0,Low Risk,Approve
32,41010.0,22378,549.0,5,Male,PhD,Houston,Self-Employed,0,High Risk,Reject
60,33350.0,16281,781.0,19,Female,High School,New York,Unemployed,0,Low Risk,Approve
54,86151.0,19289,630.0,31,Male,PhD,San Francisco,Self-Employed,1,Low Risk,Approve
50,53322.0,14490,500.0,28,Male,PhD,Chicago,Salaried,0,High Risk,Reject
61,40238.0,8674,845.0,19,Female,Bachelors,New York,Salaried,1,Low Risk,Approve
22,50028.0,30408,410.0,33,Female,PhD,Chicago,Unemployed,0,High Risk,Reject
56,50845.0,7102,843.0,35,Female,Bachelors,Houston,Salaried,1,Low Risk,Approve
23,67995.0,4845,332.0,32,Male,Bachelors,San Francisco,Self-Employed,0,High Risk,Reject
62,46720.0,25037,406.0,14,Male,High School,Chicago,Unemployed,0,High Risk,Reject
49,26703.0,18339,564.0,31,Male,Bachelors,New York,Self-Employed,0,High Risk,Reject
69,45478.0,30571,525.0,21,Female,High School,New York,Self-Employed,0,High Risk,Reject
47,53738.0,17344,786.0,39,Male,Masters,New York,Salaried,1,Low Risk,Approve
64,36598.0,3924,478.0,28,Female,Bachelors,San Francisco,Unemployed,0,High Risk,Reject
52,37781.0,18496,521.0,24,Male,PhD,San Francisco,Unemployed,0,High Risk,Reject
57,41806.0,21277,669.0,4,Male,Masters,New York,Unemployed,0,Low Risk,Approve
69,68319.0,18944,466.0,13,Female,Masters,San Francisco,Salaried,0,High Risk,Reject
33,42693.0,24601,599.0,34,Female,Bachelors,Houston,Self-Employed,0,High Risk,Reject
30,71437.0,15485,680.0,1,Female,High School,Chicago,Unemployed,0,Low Risk,Approve
67,40776.0,9893,334.0,24,Female,Masters,Chicago,Unemployed,0,High Risk,Reject
47,43306.0,15874,801.0,15,Female,Masters,Houston,Salaried,1,Low Risk,Approve
36,61311.0,15805,613.0,10,Female,Masters,Houston,Unemployed,0,Low Risk,Approve
34,33226.0,39249,400.0,34,Male,Bachelors,New York,Unemployed,0,High Risk,Reject
36,61143.0,30041,514.0,22,Male,PhD,Chicago,Salaried,0,High Risk,Reject
45,51708.0,25494,361.0,4,Male,PhD,Chicago,Salaried,0,High Risk,Reject
54,47507.0,22398,667.0,28,Female,Masters,San Francisco,Salaried,1,Low Risk,Approve
43,73008.0,22440,393.0,4,Female,High School,Houston,Self-Employed,0,High Risk,Reject
40,52068.0,21306,768.0,2,Male,High School,New York,Self-Employed,1,Low Risk,Approve
26,39459.0,20321,325.0,5,Female,Masters,San Francisco,Unemployed,0,High Risk,Reject
29,31930.0,3265,734.0,22,Female,Masters,New York,Self-Employed,0,Low Risk,Approve
18,57581.0,17047,420.0,1,Male,Bachelors,San Francisco,Salaried,0,High Risk,Reject
64,60425.0,14008,335.0,29,Female,Masters,New York,Salaried,0,High Risk,Reject
51,28067.0,15551,709.0,37,Male,PhD,Houston,Self-Employed,0,Low Risk,Reject
49,32416.0,22406,588.0,4,Female,High School,Houston,Salaried,0,High Risk,Reject
65,67203.0,26141,678.0,10,Female,Masters,San Francisco,Unemployed,0,Low Risk,Approve
42,54970.0,22394,399.0,0,Male,Bachelors,Chicago,Self-Employed,0,High Risk,Reject
57,58001.0,25940,623.0,9,Female,Bachelors,San Francisco,Unemployed,0,Low Risk,Approve
18,35285.0,17602,520.0,32,Male,PhD,Houston,Salaried,0,High Risk,Reject
33,64869.0,24202,409.0,26,Male,High School,Houston,Unemployed,0,High Risk,Reject
56,65576.0,6029,448.0,11,Male,Masters,Houston,Self-Employed,0,High Risk,Reject
22,33675.0,16925,705.0,1,Male,PhD,Houston,Self-Employed,0,Low Risk,Approve
39,30809.0,15985,709.0,0,Male,Masters,New York,Self-Employed,0,Low Risk,Approve
46,48371.0,32251,428.0,0,Female,PhD,Houston,Self-Employed,0,High Risk,Reject
20,38010.0,22697,783.0,32,Male,PhD,San Francisco,Salaried,0,Low Risk,Approve
29,37697.0,9324,407.0,21,Female,Masters,Houston,Salaried,0,High Risk,Reject
43,31229.0,24757,688.0,11,Male,High School,New York,Self-Employed,0,Low Risk,Approve
33,42973.0,27278,724.0,38,Male,Bachelors,Chicago,Salaried,1,Low Risk,Approve
68,32680.0,19283,746.0,35,Male,PhD,Chicago,Salaried,0,Low Risk,Approve
54,33569.0,25522,367.0,20,Female,PhD,Houston,Self-Employed,0,High Risk,Reject
39,54476.0,34,365.0,19,Female,Bachelors,Chicago,Salaried,0,High Risk,Reject
46,49172.0,-1595,803.0,35,Male,High School,New York,Unemployed,0,Low Risk,Approve
31,57273.0,10571,803.0,25,Female,Bachelors,Houston,Unemployed,0,Low Risk,Approve
45,25264.0,21192,620.0,30,Male,High School,New York,Salaried,0,Low Risk,Reject
22,50148.0,32257,746.0,0,Male,PhD,Chicago,Self-Employed,1,Low Risk,Approve
66,44416.0,13171,669.0,13,Male,Masters,Houston,Salaried,1,Low Risk,Approve
47,62371.0,20709,757.0,25,Male,High School,Chicago,Salaried,1,Low Risk,Approve
69,62978.0,15606,631.0,11,Male,High School,Houston,Self-Employed,1,Low Risk,Approve
22,52500.0,16628,649.0,23,Male,High School,San Francisco,Salaried,1,Low Risk,Approve
29,58491.0,30518,767.0,18,Female,High School,San Francisco,Self-Employed,1,Low Risk,Approve
33,60485.0,28929,725.0,8,Female,High School,San Francisco,Unemployed,0,Low Risk,Approve
43,59532.0,20188,626.0,34,Male,Bachelors,New York,Unemployed,0,Low Risk,Approve
43,33239.0,33236,405.0,3,Male,Masters,Chicago,Salaried,0,High Risk,Reject
65,24389.0,24072,554.0,31,Female,PhD,Chicago,Salaried,0,High Risk,Reject
38,26696.0,29231,657.0,5,Female,Bachelors,San Francisco,Self-Employed,0,Low Risk,Reject
56,45948.0,13116,743.0,27,Male,Bachelors,Houston,Unemployed,0,Low Risk,Approve
53,58909.0,14771,412.0,27,Female,PhD,Houston,Self-Employed,0,High Risk,Reject
50,33434.0,14685,329.0,39,Female,Masters,Houston,Salaried,0,High Risk,Reject
47,63860.0,19306,823.0,28,Female,Bachelors,Houston,Salaried,1,Low Risk,Approve
54,42466.0,20479,345.0,4,Male,PhD,New York,Salaried,0,High Risk,Reject
40,42609.0,22593,470.0,4,Male,Masters,Chicago,Salaried,0,High Risk,Reject
27,37458.0,35785,429.0,36,Male,Masters,San Francisco,Salaried,0,High Risk,Reject
22,21728.0,25770,652.0,27,Male,High School,New York,Salaried,1,Low Risk,Reject
51,75690.0,19974,525.0,28,Female,Masters,New York,Self-Employed,0,High Risk,Reject
48,22241.0,26255,609.0,37,Female,PhD,New York,Unemployed,0,Low Risk,Reject
27,61705.0,31934,334.0,39,Male,Bachelors,New York,Self-Employed,0,High Risk,Reject
36,25628.0,16139,460.0,33,Male,Masters,Houston,Salaried,0,High Risk,Reject
49,31864.0,14307,734.0,36,Female,PhD,Houston,Self-Employed,0,Low Risk,Approve
18,46425.0,14424,837.0,13,Female,PhD,San Francisco,Self-Employed,1,Low Risk,Approve
22,51843.0,16784,524.0,17,Female,High School,San Francisco,Unemployed,0,High Risk,Reject
62,34870.0,11494,745.0,32,Female,PhD,Chicago,Salaried,0,Low Risk,Approve
21,45840.0,22362,616.0,33,Male,Masters,San Francisco,Unemployed,0,Low Risk,Approve
33,60727.0,22499,713.0,27,Male,High School,San Francisco,Unemployed,0,Low Risk,Approve
41,62783.0,30710,394.0,35,Female,Masters,Chicago,Unemployed,0,High Risk,Reject
33,68772.0,5918,524.0,36,Male,Masters,New York,Self-Employed,0,High Risk,Reject
19,78641.0,12447,365.0,22,Male,High School,New York,Salaried,0,High Risk,Reject
66,62148.0,26445,696.0,16,Male,High School,New York,Salaried,1,Low Risk,Approve
45,46749.0,21468,509.0,10,Male,Bachelors,Houston,Unemployed,0,High Risk,Reject
49,62890.0,20358,773.0,31,Female,Masters,Chicago,Salaried,1,Low Risk,Approve
37,57596.0,11920,479.0,14,Male,PhD,San Francisco,Unemployed,0,High Risk,Reject
41,52658.0,14170,823.0,3,Female,PhD,San Francisco,Self-Employed,1,Low Risk,Approve
29,36319.0,13228,758.0,38,Male,Bachelors,San Francisco,Unemployed,0,Low Risk,Approve
67,34579.0,3897,367.0,29,Female,High School,Chicago,Unemployed,0,High Risk,Reject
52,48543.0,21063,628.0,9,Female,PhD,Chicago,Self-Employed,1,Low Risk,Approve
50,52234.0,15817,501.0,22,Female,High School,San Francisco,Self-Employed,0,High Risk,Reject
50,39808.0,14137,774.0,23,Female,Bachelors,Houston,Self-Employed,0,Low Risk,Approve
68,56350.0,12693,817.0,35,Female,High School,Houston,Self-Employed,1,Low Risk,Approve
60,81211.0,19858,314.0,4,Female,Masters,New York,Unemployed,0,High Risk,Reject
29,58734.0,21773,842.0,18,Male,High School,New York,Salaried,1,Low Risk,Approve
20,49010.0,23673,588.0,36,Female,High School,New York,Unemployed,0,High Risk,Reject
50,43539.0,17100,543.0,6,Female,High School,Chicago,Self-Employed,0,High Risk,Reject
57,47809.0,21484,473.0,39,Female,Bachelors,Chicago,Self-Employed,0,High Risk,Reject
27,51943.0,19769,833.0,12,Female,Bachelors,Houston,Salaried,1,Low Risk,Approve
60,45475.0,30641,808.0,36,Male,Bachelors,Houston,Self-Employed,1,Low Risk,Approve
46,46491.0,28765,359.0,17,Male,High School,Houston,Self-Employed,0,High Risk,Reject
48,22017.0,15534,376.0,15,Female,High School,San Francisco,Unemployed,0,High Risk,Reject
63,65430.0,19615,317.0,13,Male,High School,San Francisco,Self-Employed,0,High Risk,Reject
19,56443.0,26948,833.0,16,Male,Bachelors,New York,Salaried,1,Low Risk,Approve
68,56501.0,35423,483.0,5,Male,PhD,Houston,Salaried,0,High Risk,Reject
67,17535.0,16127,849.0,34,Female,PhD,San Francisco,Self-Employed,0,Low Risk,Reject
52,45071.0,20442,580.0,16,Female,High School,Houston,Unemployed,0,High Risk,Reject
40,67303.0,26399,587.0,37,Female,PhD,Houston,Unemployed,0,High Risk,Reject
34,42221.0,19537,824.0,39,Male,Masters,Chicago,Unemployed,0,Low Risk,Approve
43,33829.0,33153,773.0,5,Female,High School,Chicago,Self-Employed,0,Low Risk,Approve
25,40450.0,9218,566.0,37,Male,Bachelors,New York,Unemployed,0,High Risk,Reject
46,48976.0,25424,656.0,20,Female,Masters,Houston,Unemployed,0,Low Risk,Approve
27,68507.0,29216,326.0,22,Female,Bachelors,San Francisco,Unemployed,0,High Risk,Reject
43,49030.0,20496,847.0,11,Female,Masters,San Francisco,Self-Employed,1,Low Risk,Approve
58,57267.0,13589,842.0,5,Male,PhD,Houston,Self-Employed,1,Low Risk,Approve
24,56925.0,12422,426.0,20,Female,Masters,San Francisco,Self-Employed,0,High Risk,Reject
21,38117.0,8469,509.0,6,Male,Masters,New York,Self-Employed,0,High Risk,Reject
67,16455.0,16469,449.0,15,Female,High School,New York,Unemployed,0,High Risk,Reject
62,56161.0,22492,330.0,4,Female,Bachelors,San Francisco,Unemployed,0,High Risk,Reject
28,47198.0,18335,601.0,14,Female,PhD,Houston,Self-Employed,1,Low Risk,Approve
46,55041.0,21584,556.0,20,Female,PhD,Chicago,Self-Employed,0,High Risk,Reject
53,79358.0,29879,356.0,3,Female,Bachelors,Houston,Unemployed,0,High Risk,Reject
38,42292.0,38722,304.0,6,Female,PhD,Houston,Self-Employed,0,High Risk,Reject
53,32790.0,26042,413.0,34,Male,PhD,San Francisco,Unemployed,0,High Risk,Reject
54,52409.0,18243,323.0,14,Female,High School,Houston,Salaried,0,High Risk,Reject
26,50800.0,11935,792.0,27,Male,PhD,Chicago,Self-Employed,1,Low Risk,Approve
41,75852.0,19794,705.0,1,Female,Bachelors,New York,Self-Employed,1,Low Risk,Approve
52,57486.0,2707,402.0,4,Male,Bachelors,Chicago,Unemployed,0,High Risk,Reject
66,47978.0,30046,359.0,6,Male,High School,San Francisco,Salaried,0,High Risk,Reject
52,39402.0,-2533,385.0,21,Female,High School,New York,Self-Employed,0,High Risk,Reject
65,54000.0,20334,671.0,30,Female,Masters,New York,Self-Employed,1,Low Risk,Approve
53,36395.0,10848,501.0,31,Male,High School,Houston,Unemployed,0,High Risk,Reject
35,52697.0,14391,388.0,7,Female,PhD,Chicago,Self-Employed,0,High Risk,Reject
56,46753.0,35405,419.0,0,Female,Masters,New York,Salaried,0,High Risk,Reject
49,40546.0,11174,455.0,39,Male,Masters,Chicago,Salaried,0,High Risk,Reject
41,17221.0,27314,698.0,18,Male,Bachelors,Chicago,Self-Employed,0,Low Risk,Reject
40,67158.0,29283,487.0,37,Male,Bachelors,New York,Unemployed,0,High Risk,Reject
54,56414.0,15077,830.0,6,Male,High School,Chicago,Self-Employed,1,Low Risk,Approve
29,26580.0,31876,779.0,38,Female,Masters,San Francisco,Self-Employed,0,Low Risk,Reject
66,70698.0,9482,529.0,24,Female,Masters,Chicago,Self-Employed,0,High Risk,Reject
30,43022.0,29586,780.0,21,Female,Bachelors,San Francisco,Unemployed,0,Low Risk,Approve
40,45668.0,19857,429.0,26,Female,Bachelors,New York,Unemployed,0,High Risk,Reject
42,33961.0,19511,354.0,37,Female,High School,Houston,Salaried,0,High Risk,Reject
52,23196.0,20556,570.0,38,Male,Masters,Chicago,Unemployed,0,High Risk,Reject
58,67360.0,22741,399.0,14,Female,Bachelors,New York,Unemployed,0,High Risk,Reject
47,69299.0,12355,368.0,1,Female,High School,New York,Self-Employed,0,High Risk,Reject
66,39809.0,22965,828.0,5,Male,High School,Chicago,Salaried,0,Low Risk,Approve
37,44344.0,21415,653.0,19,Female,Bachelors,New York,Self-Employed,1,Low Risk,Approve
65,44756.0,22794,451.0,26,Female,Bachelors,San Francisco,Self-Employed,0,High Risk,Reject
42,32002.0,14251,629.0,22,Female,Bachelors,Houston,Self-Employed,0,Low Risk,Approve
39,45616.0,25058,415.0,39,Male,PhD,San Francisco,Unemployed,0,High Risk,Reject
